Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,36.85425791498883,37.79649504684399,36.69721778790467,37.57521057128906,148158800,0.0,0.0
2019-01-03 00:00:00-05:00,34.258347280967,34.6723611316717,33.787230575440596,33.83243942260742,365248800,0.0,0.0
2019-01-04 00:00:00-05:00,34.38920962205962,35.34572225455704,34.215515743213864,35.27671813964844,234428400,0.0,0.0
2019-01-07 00:00:00-05:00,35.381413677453956,35.41234680881426,34.7151859148074,35.19820022583008,219111200,0.0,0.0
2019-01-08 00:00:00-05:00,35.58604312532892,36.1237858793811,35.33858894951646,35.86919021606445,164101200,0.0,0.0
2019-01-09 00:00:00-05:00,35.997673387913416,36.76859456375998,35.60269868355585,36.478309631347656,180396400,0.0,0.0
2019-01-10 00:00:00-05:00,36.28558916534723,36.635358741524236,35.89537051561475,36.59490966796875,143122800,0.0,0.0
2019-01-11 00:00:00-05:00,36.37600110449598,36.57110858307444,36.05002323062101,36.23561477661133,108092800,0.0,0.0
2019-01-14 00:00:00-05:00,35.892987649413605,35.99292128203398,35.505147127305,35.690738677978516,129756800,0.0,0.0
2019-01-15 00:00:00-05:00,35.754979642864214,36.49734577535337,35.70263294063492,36.421207427978516,114843600,0.0,0.0
2019-01-16 00:00:00-05:00,36.42358841863822,37.089816257077324,36.40455292260857,36.866153717041016,122278800,0.0,0.0
2019-01-17 00:00:00-05:00,36.69007793309382,37.51334588700581,36.46641539408566,37.08505630493164,119284800,0.0,0.0
2019-01-18 00:00:00-05:00,37.47526899184965,37.56568667566943,37.113601887219595,37.313472747802734,135004000,0.0,0.0
2019-01-22 00:00:00-05:00,37.2159250418447,37.29206339899699,36.314136980893885,36.47593688964844,121576000,0.0,0.0
2019-01-23 00:00:00-05:00,36.678179828590224,36.913740003402474,36.095231841531145,36.62345504760742,92522400,0.0,0.0
2019-01-24 00:00:00-05:00,36.66866566491867,36.756701659961614,36.10475314635756,36.33317184448242,101766000,0.0,0.0
2019-01-25 00:00:00-05:00,36.99464469097902,37.62518334431793,36.71863903105032,37.53714370727539,134142000,0.0,0.0
2019-01-28 00:00:00-05:00,37.06840363772336,37.19689234414636,36.56159756204397,37.189754486083984,104768400,0.0,0.0
2019-01-29 00:00:00-05:00,37.177847900505746,37.625172928252375,36.66866024088639,36.804283142089844,166348800,0.0,0.0
2019-01-30 00:00:00-05:00,38.84341749805906,39.53343693856728,38.124843000043,39.31929397583008,244439200,0.0,0.0
2019-01-31 00:00:00-05:00,39.523919828201805,40.211561172854836,39.15511484279429,39.602439880371094,162958400,0.0,0.0
