Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,174.34505345884557,179.2960912081591,174.22740989529922,178.44313049316406,104487900,0.0,0.0
2022-01-04 00:00:00-05:00,179.05099416209845,179.35491668068815,175.60977025994117,176.17840576171875,99310400,0.0,0.0
2022-01-05 00:00:00-05:00,176.09018854441808,176.6392118468071,171.21758429607112,171.49209594726562,94537600,0.0,0.0
2022-01-06 00:00:00-05:00,169.31561267534596,171.86466672372745,168.27638778108346,168.62933349609375,96904000,0.0,0.0
2022-01-07 00:00:00-05:00,169.50185073224034,170.72735431349597,167.6783008049415,168.79595947265625,86709100,0.0,0.0
2022-01-10 00:00:00-05:00,165.76652857616685,169.1195047889858,164.87435832287932,168.81558227539062,106765600,0.0,0.0
2022-01-11 00:00:00-05:00,168.9430794839721,171.74701815641498,167.47247474595605,171.64898681640625,76138300,0.0,0.0
2022-01-12 00:00:00-05:00,172.6685372139698,173.70776179361494,171.39402553539196,172.09010314941406,74805200,0.0,0.0
2022-01-13 00:00:00-05:00,172.3352251905114,173.15876005827155,168.42341212900857,168.81558227539062,84505800,0.0,0.0
2022-01-14 00:00:00-05:00,167.98220664961235,170.37439179667845,167.7371059576549,169.67831420898438,80440800,0.0,0.0
2022-01-18 00:00:00-05:00,168.1488926576498,169.15870642783565,166.09005558435084,166.472412109375,90956700,0.0,0.0
2022-01-19 00:00:00-05:00,166.6684893743364,167.72732627847407,162.68805608048748,162.9723663330078,94815000,0.0,0.0
2022-01-20 00:00:00-05:00,163.70765259043753,166.3547371137795,160.96252180484768,161.2860565185547,91420500,0.0,0.0
2022-01-21 00:00:00-05:00,161.197822824496,163.07039571920242,159.1193737240524,159.2272186279297,122848900,0.0,0.0
2022-01-24 00:00:00-05:00,156.88404712218124,159.1193641224276,151.66829748176758,158.4526824951172,162294600,0.0,0.0
2022-01-25 00:00:00-05:00,155.86446306866296,159.5703851718754,153.94288158687402,156.64878845214844,115798400,0.0,0.0
2022-01-26 00:00:00-05:00,160.29587965880856,161.1684376714049,154.72719817611775,156.560546875,108275300,0.0,0.0
2022-01-27 00:00:00-05:00,159.26644379654334,160.62920319221885,155.17816560951687,156.09974670410156,121954600,0.0,0.0
2022-01-28 00:00:00-05:00,162.46257810702824,167.01164715968335,159.6096019553616,166.99203491210938,179935700,0.0,0.0
2022-01-31 00:00:00-05:00,166.8253561445004,171.57050245050323,166.18808530239932,171.3548126220703,115541600,0.0,0.0
2022-02-01 00:00:00-05:00,170.5999083862923,171.41364461299403,168.93322639800166,171.1881561279297,86213900,0.0,0.0
2022-02-02 00:00:00-05:00,171.3253922300273,172.4332522000971,169.93322202538937,172.39402770996094,84914300,0.0,0.0
2022-02-03 00:00:00-05:00,171.06068071470264,172.78619926092313,168.74692944934694,169.5116424560547,89418100,0.0,0.0
2022-02-04 00:00:00-05:00,168.52997983501845,170.9055904569665,167.54832800006477,169.22695922851562,82465400,0.22,0.0
2022-02-07 00:00:00-05:00,169.68838604223646,170.75838325799216,167.8134268983413,168.51040649414062,77251200,0.0,0.0
2022-02-08 00:00:00-05:00,168.57908068618394,172.13267083606547,168.2845821132694,171.62220764160156,74829200,0.0,0.0
2022-02-09 00:00:00-05:00,172.81984799977465,173.4088302479398,171.6909391445202,173.04562377929688,71285000,0.0,0.0
2022-02-10 00:00:00-05:00,170.94488589786454,172.26029603848204,168.40241070544232,168.96194458007812,90865900,0.0,0.0
2022-02-11 00:00:00-05:00,169.16808987950634,169.90432887481495,164.95679443820137,165.54579162597656,98670700,0.0,0.0
2022-02-14 00:00:00-05:00,164.299068164894,166.4685253813581,163.5039325493399,165.7813720703125,86185500,0.0,0.0
